"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","United Arab Emirates","Female","3.0 [1.7-4.7]","2.95000","1.74000","4.65000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","United Arab Emirates","Male","7.5 [4.5-11.0]","7.45000","4.52000","11.00860","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","United Arab Emirates","Male","7.0 [4.1-10.7]","6.96000","4.05000","10.65430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","United Arab Emirates","Both sexes","5.9 [3.4-9.1]","5.91000","3.44000","9.07000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","United Arab Emirates","Male","8.6 [5.1-13.2]","8.60000","5.09000","13.22140","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","United Arab Emirates","Male","6.7 [3.8-10.3]","6.66000","3.83000","10.32910","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","United Arab Emirates","Both sexes","5.6 [3.2-8.7]","5.60000","3.23000","8.72000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","United Arab Emirates","Female","3.4 [2.1-5.1]","3.40000","2.13000","5.10000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","United Arab Emirates","Male","7.9 [4.9-11.4]","7.92000","4.93000","11.44120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","United Arab Emirates","Male","7.6 [4.7-11.1]","7.62000","4.68000","11.14650","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","United Arab Emirates","Male","7.2 [4.3-10.8]","7.18000","4.25000","10.82010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","United Arab Emirates","Male","6.0 [3.3-9.6]","5.98000","3.33000","9.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","United Arab Emirates","Female","2.6 [1.5-4.2]","2.56000","1.46000","4.15000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","United Arab Emirates","Female","3.0 [1.8-4.7]","3.01000","1.80000","4.71000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","United Arab Emirates","Female","2.8 [1.7-4.5]","2.83000","1.65000","4.52000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","United Arab Emirates","Both sexes","6.6 [4.1-9.7]","6.58000","4.06000","9.67000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","United Arab Emirates","Female","2.6 [1.5-4.2]","2.60000","1.50000","4.23000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","United Arab Emirates","Female","3.2 [2.0-4.9]","3.19000","1.98000","4.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","United Arab Emirates","Female","4.7 [2.8-7.3]","4.69000","2.81000","7.26000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","United Arab Emirates","Female","3.8 [2.4-5.8]","3.84000","2.39000","5.79000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","United Arab Emirates","Male","7.8 [4.8-11.3]","7.75000","4.82000","11.25010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","United Arab Emirates","Both sexes","6.9 [4.4-10.0]","6.92000","4.39000","9.96000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","United Arab Emirates","Both sexes","5.0 [2.8-8.1]","5.01000","2.80000","8.05000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","United Arab Emirates","Both sexes","6.4 [3.9-9.5]","6.42000","3.90000","9.51000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","United Arab Emirates","Both sexes","6.8 [4.2-10.0]","6.80000","4.17000","9.99000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","United Arab Emirates","Male","7.9 [5.0-11.3]","7.93000","5.03000","11.32150","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","United Arab Emirates","Both sexes","8.0 [4.7-12.3]","8.01000","4.71000","12.33260","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","United Arab Emirates","Both sexes","4.8 [2.7-7.6]","4.78000","2.67000","7.63000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Eastern Mediterranean","United Arab Emirates","Female","4.6 [2.8-7.1]","4.56000","2.76000","7.07000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","United Arab Emirates","Male","6.3 [3.6-9.8]","6.27000","3.58000","9.84000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","United Arab Emirates","Female","3.3 [2.0-5.0]","3.27000","2.04000","4.95000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","United Arab Emirates","Female","3.7 [2.3-5.6]","3.71000","2.32000","5.58000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","United Arab Emirates","Female","4.0 [2.5-6.0]","3.96000","2.45000","6.01000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","United Arab Emirates","Both sexes","6.3 [3.8-9.5]","6.29000","3.79000","9.45000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","United Arab Emirates","Male","5.7 [3.2-9.0]","5.68000","3.16000","9.04000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","United Arab Emirates","Both sexes","6.8 [4.3-9.8]","6.82000","4.34000","9.78000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","United Arab Emirates","Male","7.3 [4.4-11.0]","7.32000","4.41000","10.95270","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","United Arab Emirates","Male","7.9 [4.8-11.6]","7.92000","4.83000","11.57960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","United Arab Emirates","Male","9.3 [5.5-14.4]","9.35000","5.45000","14.37280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","United Arab Emirates","Female","3.1 [1.9-4.8]","3.08000","1.86000","4.77000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","United Arab Emirates","Female","3.6 [2.3-5.4]","3.63000","2.29000","5.43000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","United Arab Emirates","Male","7.9 [5.0-11.4]","7.91000","4.98000","11.37720","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","United Arab Emirates","Female","2.6 [1.5-4.2]","2.60000","1.48000","4.24000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","United Arab Emirates","Both sexes","6.7 [4.2-9.8]","6.69000","4.18000","9.75000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","United Arab Emirates","Both sexes","6.1 [3.6-9.3]","6.13000","3.63000","9.29000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","United Arab Emirates","Female","4.2 [2.6-6.5]","4.22000","2.57000","6.50000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","United Arab Emirates","Male","6.3 [3.5-10.0]","6.29000","3.49000","10.03140","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","United Arab Emirates","Male","5.9 [3.3-9.4]","5.92000","3.33000","9.39000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","United Arab Emirates","Both sexes","6.8 [4.3-9.8]","6.76000","4.27000","9.77000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","United Arab Emirates","Both sexes","5.2 [2.9-8.4]","5.24000","2.92000","8.39000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","United Arab Emirates","Female","3.1 [1.9-4.8]","3.14000","1.92000","4.79000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","United Arab Emirates","Female","2.7 [1.6-4.4]","2.71000","1.57000","4.38000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","United Arab Emirates","Female","2.6 [1.5-4.3]","2.63000","1.49000","4.30000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","United Arab Emirates","Both sexes","5.3 [3.0-8.3]","5.25000","3.01000","8.27000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","United Arab Emirates","Both sexes","6.8 [4.2-9.8]","6.78000","4.24000","9.84000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","United Arab Emirates","Male","8.1 [5.1-11.6]","8.06000","5.10000","11.55620","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","United Arab Emirates","Both sexes","7.4 [4.4-11.3]","7.36000","4.39000","11.31360","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","United Arab Emirates","Both sexes","5.0 [2.8-7.9]","4.97000","2.80000","7.91000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Eastern Mediterranean","United Arab Emirates","Both sexes","7.9 [4.7-12.2]","7.89000","4.67000","12.18220","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","Argentina","Male","14.5 [12.6-16.6]","14.50830","12.59000","16.57410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Argentina","Both sexes","8.4 [7.2-13.0]","8.35000","7.21000","12.96970","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Argentina","Male","15.0 [13.0-17.3]","15.04990","13.01240","17.26410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","Argentina","Male","14.2 [12.3-27.7]","14.19620","12.29450","27.70540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Argentina","Both sexes","10.3 [8.8-11.9]","10.30740","8.85000","11.89010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Argentina","Female","3.2 [2.7-3.8]","3.21000","2.72000","3.75000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","Argentina","Female","3.2 [2.7-3.8]","3.23000","2.74000","3.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","Argentina","Female","3.4 [2.9-4.0]","3.38000","2.86000","3.97000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","Argentina","Male","14.2 [12.2-16.3]","14.19820","12.22330","16.32070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Argentina","Male","14.5 [12.6-25.8]","14.48220","12.55940","25.79300","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Argentina","Male","17.6 [15.2-20.2]","17.59060","15.15820","20.22460","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","Argentina","Male","15.1 [12.9-27.1]","15.07330","12.87200","27.07710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","Argentina","Male","13.5 [11.4-22.4]","13.50800","11.42020","22.37260","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Argentina","Female","3.4 [2.9-4.0]","3.42000","2.89000","4.00000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","Argentina","Male","13.7 [11.9-22.3]","13.74960","11.94120","22.26630","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Argentina","Female","3.3 [2.8-10.6]","3.34000","2.84000","10.55450","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","Argentina","Male","16.4 [14.2-25.3]","16.38100","14.15570","25.32320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","Argentina","Both sexes","8.7 [7.5-10.0]","8.68000","7.49000","9.98000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","Argentina","Female","3.1 [2.6-3.6]","3.11000","2.64000","3.63000","","",""
